latitude,longitude,location_id,depth_m,year,sst_c,salinity_psu,chlorophyll_mg_m3,observation
37.42856741788075,-1.5,LOC01,45.41329429833269,2020,17.749080237694724,36.30823379771832,1.1118528947223796,absent
37.42856741788075,-1.5,LOC01,45.41329429833269,2021,18.51508970380288,36.34881529393791,1.4695846277645586,absent
37.42856741788075,-1.5,LOC01,45.41329429833269,2022,18.377354579378967,36.60889790771866,1.3631034258755936,absent
37.42856741788075,-1.5,LOC01,45.41329429833269,2023,18.1391884918766,36.31257167427469,0.789751452913768,absent
37.42856741788075,-1.5,LOC01,45.41329429833269,2024,19.814880310328125,36.46696440125951,1.4624472949421112,absent
37.40632845866737,-1.5781629922309006,LOC02,11.97809453334862,2020,18.90142861281983,36.6879639408648,0.6394938606520418,absent
37.40632845866737,-1.5781629922309006,LOC02,11.97809453334862,2021,17.641048247374584,36.498070764044506,1.2751328233611146,absent
37.40632845866737,-1.5781629922309006,LOC02,11.97809453334862,2022,18.142698063547797,36.37948627261367,1.123298126827558,absent
37.40632845866737,-1.5781629922309006,LOC02,11.97809453334862,2023,19.32648957444599,36.55456416450552,0.6612212872540044,absent
37.40632845866737,-1.5781629922309006,LOC02,11.97809453334862,2024,19.992182599846984,36.38884312418829,0.7517822958253642,absent
37.36713688163498,-1.6477430650940894,LOC03,7.244743604561155,2020,18.46398788362281,36.63297705632017,0.7921446485352182,absent
37.36713688163498,-1.6477430650940894,LOC03,7.244743604561155,2021,17.43010318597056,36.313755408446085,1.4394989415641892,absent
37.36713688163498,-1.6477430650940894,LOC03,7.244743604561155,2022,19.25747501830386,36.30220884684944,0.8308980248526492,absent
37.36713688163498,-1.6477430650940894,LOC03,7.244743604561155,2023,19.421570097233797,36.42574239243053,1.429697652342573,present
37.36713688163498,-1.6477430650940894,LOC03,7.244743604561155,2024,18.836006949943727,36.347946146933474,0.9972485058923856,present
37.31896053752662,-1.697342568860166,LOC04,24.47263801387815,2020,18.197316968394077,36.38493564427131,0.8663618432936917,absent
37.31896053752662,-1.697342568860166,LOC04,24.47263801387815,2021,19.19777107450667,36.66372816083151,1.394827350427649,absent
37.31896053752662,-1.697342568860166,LOC04,24.47263801387815,2022,18.31350665338718,36.626184571381934,0.5635583502860236,present
37.31896053752662,-1.697342568860166,LOC04,24.47263801387815,2023,19.02255439513899,36.50342827646588,1.308120379564417,present
37.31896053752662,-1.697342568860166,LOC04,24.47263801387815,2024,18.42010384905535,36.43504606856145,0.8008783098167697,present
37.26302593666637,-1.7526301383229683,LOC05,49.28252270553004,2020,17.312037280884873,36.37272998688284,0.956069984217036,present
37.26302593666637,-1.7526301383229683,LOC05,49.28252270553004,2021,19.23126406614912,36.403511992640006,1.097899978811085,present
37.26302593666637,-1.7526301383229683,LOC05,49.28252270553004,2022,18.161869019374763,36.582742937539045,0.8109823217156622,present
37.26302593666637,-1.7526301383229683,LOC05,49.28252270553004,2023,19.44193435990912,36.66302658957044,1.1334037565104236,present
37.26302593666637,-1.7526301383229683,LOC05,49.28252270553004,2024,18.65587032508388,36.67716388156501,0.7848404943774676,present
37.20895425687793,-1.8110156957866643,LOC06,12.10276357557502,2020,17.311989040672405,36.37336180394137,1.2851759613930136,present
37.20895425687793,-1.8110156957866643,LOC06,12.10276357557502,2021,18.916794696232923,36.56500891374159,1.4218742350231168,present
37.20895425687793,-1.8110156957866643,LOC06,12.10276357557502,2022,18.685392166316497,36.5916028672164,0.825183322026747,present
37.20895425687793,-1.8110156957866643,LOC06,12.10276357557502,2023,18.88759119272878,36.39971689165955,1.3714605901877177,present
37.20895425687793,-1.8110156957866643,LOC06,12.10276357557502,2024,19.054215577252517,36.4292811728083,0.5368869473545328,present
37.14054224331282,-1.835856497459572,LOC07,33.606777370293926,2020,17.116167224336397,36.42169689718381,0.6996737821583597,absent
37.14054224331282,-1.835856497459572,LOC07,33.606777370293926,2021,17.90922753834674,36.42468443043576,0.5884925020519195,absent
37.14054224331282,-1.835856497459572,LOC07,33.606777370293926,2022,17.881848449949526,36.60850813867438,1.229606178338064,present
37.14054224331282,-1.835856497459572,LOC07,33.606777370293926,2023,18.945465658763982,36.46415316921425,1.3036720768991144,present
37.14054224331282,-1.835856497459572,LOC07,33.606777370293926,2024,19.836029531844986,36.50751624869735,1.1095643339798968,present
37.07139354988024,-1.857754994270288,LOC08,38.08098076643588,2020,18.73235229154987,36.5099025726529,1.0142344384136115,absent
37.07139354988024,-1.857754994270288,LOC08,38.08098076643588,2021,17.49534422801277,36.50802720847113,0.6959828624191452,absent
37.07139354988024,-1.857754994270288,LOC08,38.08098076643588,2022,19.20439396150808,36.32961786069364,1.1375574713552132,absent
37.07139354988024,-1.857754994270288,LOC08,38.08098076643588,2023,18.7550820367171,36.60222045541722,0.6865700588860358,absent
37.07139354988024,-1.857754994270288,LOC08,38.08098076643588,2024,19.921461166512685,36.58120758355807,1.0026790232288616,absent
37.00546023820152,-1.892598478160321,LOC09,11.881877199619984,2020,18.20223002348642,36.472778007456846,1.0924145688620426,absent
37.00546023820152,-1.892598478160321,LOC09,11.881877199619984,2021,18.668466053024314,36.51868411173732,0.5452272889105381,absent
37.00546023820152,-1.892598478160321,LOC09,11.881877199619984,2022,17.749101287359544,36.44338629141771,1.3872127425763263,absent
37.00546023820152,-1.892598478160321,LOC09,11.881877199619984,2023,17.95083825348819,36.391519266196646,1.3925589984899778,absent
37.00546023820152,-1.892598478160321,LOC09,11.881877199619984,2024,18.213904261062385,36.44545184095172,0.5514787512499894,absent
36.9384495744626,-1.902907452133669,LOC10,36.41081743059298,2020,18.41614515559209,36.41649165607922,0.5464504127199977,absent
36.9384495744626,-1.902907452133669,LOC10,36.41081743059298,2021,18.180304987479204,36.37394178221021,0.8253303307632643,absent
36.9384495744626,-1.902907452133669,LOC10,36.41081743059298,2022,19.573773873201034,36.34634762381005,0.9722149251619492,absent
36.9384495744626,-1.902907452133669,LOC10,36.41081743059298,2023,18.11578285398661,36.33079196393152,1.0393422419156506,absent
36.9384495744626,-1.902907452133669,LOC10,36.41081743059298,2024,19.22149460515513,36.68871283308838,0.7786464642366114,absent
